sample_id,reference_raw,reference_norm,hypothesis_A_original,wer_A_original,latency_mean_A_original,latency_std_A_original,hypothesis_B_pt_pinned,wer_B_pt_pinned,latency_mean_B_pt_pinned,latency_std_B_pt_pinned,peak_vram_mb,quantized
pt-PT~JOINT_ACCOUNT/CA72f123b725e5fff7e4be1ef8f61cd9b9_2.wav,ligar porque é que cada uma configurar uma conta conjunta com a minha mãe mas não estou aqui embora aplicativo a opção para criar uma conta conjunta Gostava de saber o que é que como é que você dia Catarina opções,ligar porque é que cada uma configurar uma conta conjunta com a minha mãe mas não estou aqui embora aplicativo a opção para criar uma conta conjunta gostava de saber o que é que como é que você dia catarina opções,"Foi ligar porque quero fazer uma configuração de conta conjunta com a minha mãe, mas não estou aqui a encontrar na aplicativo a opção para criar uma conta conjunta. Gostava de saber o que é que, o que que, o que é como é que eu acedia a tal as opções.",0.4878048780487805,3.2432227050000315,0.00588412409652139,"Fui ligar porque quero fazer uma configuração de conta conjunta com a minha mãe, mas não estou aqui a encontrar na aplicativo a opção para criar uma conta conjunta. Gostava de saber o que é que, o que que, onde é como é que eu acedia a tal e as opções.",0.4878048780487805,3.258234112333715,0.025427413262201545,15783.193359375,False
pt-PT~ADDRESS/response_2.wav,Boa tarde eu estou farto bem Eu gostava muito de levar no endereço,boa tarde eu estou farto bem eu gostava muito de levar no endereço,保持。,1.0,0.23219513000003644,0.0026002654700747847,"Boa tarde, estou falando com um amigo que gostava de mudar o meu endereço.",0.7692307692307693,1.1051319113327434,0.006361490062469932,15783.193359375,False
pt-PT~DIRECT_DEBIT/response_24.wav,mostra-me os meus débitos diretos,mostrame os meus débitos diretos,Mostrame Usmeus de vich direct.,0.8,0.6495074606664275,0.007458102603966022,Mostra-me o seu zavitch direc.,0.8,0.6234756256671972,0.0012340861103993005,15783.193359375,False
pt-PT~ADDRESS/response_40.wav,Eu quero mudar meu endereço,eu quero mudar meu endereço,你想要修改我的地址,1.0,0.3670639556670115,0.0013546559180535156,你想要修改我的地址,1.0,0.36128529066688014,0.0018559089644383715,15783.193359375,False
pt-PT~ABROAD/CA6f601408612d7e7b3990dff73d705572_3.wav,Olá boa tarde O que se passa que eu fiquei com o meu cartão no vosso banco e vou para o estrangeiro e eu precisava de saber se o cartão também funcionava no estrangeiro,olá boa tarde o que se passa que eu fiquei com o meu cartão no vosso banco e vou para o estrangeiro e eu precisava de saber se o cartão também funcionava no estrangeiro,"Hello, good afternoon. What's happening is that I kept with my card in your bank and I go to the foreigner and I needed to know if the card also functioned in the foreigner. Is this fine? Good afternoon.",1.1470588235294117,2.2582560059987977,0.013100610363301235,"Bom dia. O que se passa é que eu fiquei com o meu cartão no vosso banco e vou para o estrangeiro e eu precisava de saber se o cartão também funcionava no estrangeiro. Isso sim, bom tarde.",0.23529411764705882,2.6260142673339337,0.024426981320579622,15783.193359375,False
pt-PT~ABROAD/CA1b7193376193c16d03f90e133d2f13c5_2.wav,Portanto eu tenho cartão do meu banco e gostaria de saber se ele também funciona no estrangeiro no exterior,portanto eu tenho cartão do meu banco e gostaria de saber se ele também funciona no estrangeiro no exterior,"Therefore, I have a card from my bank and I would like to know if it also works in the foreign, in the exterior. It is necessary.",1.368421052631579,1.4962412616666068,0.0027057672525249462,"Portanto, eu tenho um cartão do meu banco e gostaria de saber se ele também funciona no estrangeiro, no exterior. Eu preciso",0.15789473684210525,1.5525856150003772,0.013808269737463888,15783.193359375,False
pt-PT~FREEZE/response_30.wav,desejo congelar o meu cartão e como tal pretendo interromper todas as transações,desejo congelar o meu cartão e como tal pretendo interromper todas as transações,Desejo congelar o meu cartão e como tal pretendo interromper todas as transações.,0.0,1.1462587993337365,0.005331066094453472,Desejo congelar o meu cartão e como tal pretendo interromper todas as transações.,0.0,1.145590124999823,0.0016495321586518289,15783.193359375,False
pt-PT~ABROAD/CA9f42886680d043e41e45afd9aad2cfdc_0.wav,Olha eu eu tenho um cartão no seu banco e eu queria saber se eu consigo usar esse cartão no estrangeiro,olha eu eu tenho um cartão no seu banco e eu queria saber se eu consigo usar esse cartão no estrangeiro,"Look, I have a card in your bank. I want to know if I can use this card abroad.",1.0,1.1307683469998058,0.010011512665702382,Qual é o meu cartão? Eu tenho um cartão no seu banco. Eu queria saber se eu consigo usar esse cartão no estrangeiro.,0.2857142857142857,1.6192631703330942,0.009686097367208287,15783.193359375,False
pt-PT~DIRECT_DEBIT/CA6ad550315d63131e6b77f9fd6072d643_0.wav,Bom dia queria fazer uma pergunta sobre deves diretos diga-me Quais são os seus débitos diretos e tipo calções é que tem é que pudesse fazer Que tipo de vantagens e desvantagens é que tem qual é o tipo de cão e tantas que é isso nunca muito mais é que hei de fazer esta pergunta na tanto,bom dia queria fazer uma pergunta sobre deves diretos digame quais são os seus débitos diretos e tipo calções é que tem é que pudesse fazer que tipo de vantagens e desvantagens é que tem qual é o tipo de cão e tantas que é isso nunca muito mais é que hei de fazer esta pergunta na tanto,"Um, bom dia. Gostaria de fazer uma pergunta sobre débitos diretos. Diga-me quais são, então, esses débitos diretos e o que tipo de opções ele tem? O que eu poderia fazer? O que tipo de vantagens, de vantagens ele tem? Qual é o tipo de? E, portanto, acho que é isso. Não sei muito mais aqui, pois fazer essa pergunta, tanto o.",0.5344827586206896,4.502985306666839,0.013204385448002964,"Bom dia. Gostaria de fazer uma pergunta sobre débitos diretos. Diga-me, quais são, então, esses débitos diretos? E qual tipo de opções ele tem? O que é que eu posso fazer? Qual tipo de vantagens e de vantagens ele tem? Qual é o tipo de... Qual é a sua escolha? Qual é a sua escolha? E portanto, acho que é isso. Não sei muito mais aqui, pois eu fiz essa pergunta. Mas tanto...",0.6551724137931034,5.146730516333871,0.0084967888888123,15783.193359375,False
pt-PT~BUSINESS_LOAN/CAdf502834c25b295149874121099c49ce_0.wav,olá e eu gostava de tentar perceber como é que funciona aquela notícia que saiu sobre o empréstimo empréstimo comercial que já existe mas que não ficas com ácido,olá e eu gostava de tentar perceber como é que funciona aquela notícia que saiu sobre o empréstimo empréstimo comercial que já existe mas que não ficas com ácido,"Pronto, um, Olá, e eu gostava de tentar perceber como é que funciona aquela notícia que saiu sobre o empréstimo, empréstimo comercial que já existe mas que não ficou esclarecido.",0.1724137931034483,2.45155122066717,0.012895610174172414,"Pronto, e, um, Olá, e eu gostava de, de, de tentar é, é perceber como é que funciona aquela notícia que saiu sobre o empréstimo, empréstimo comercial que, que já existe, mas que não ficou esclarecido.",0.3793103448275862,2.9794650613330305,0.009216877794289714,15783.193359375,False
pt-PT~ABROAD/CA2234890bf7ee11ae3eebdfa789f370a0_1.wav,E tu na América posso pagar as coisas quando eu estou lá,e tu na américa posso pagar as coisas quando eu estou lá,"E tu na América, posso pagar as contas quando eu lá?",0.16666666666666666,0.8065883916666886,0.005792425662855707,"E tu na América, posso pagar as contas quando eu lá?",0.16666666666666666,0.7965265586663008,0.00037741217472612217,15783.193359375,False
pt-PT~CARD_ISSUES/CA41dec2344c43f4f97dd08aaf810a515a_0.wav,Olá bom dia O meu telefone o meu cartão de Multibanco não está a funcionar não consigo fazer os pagamentos,olá bom dia o meu telefone o meu cartão de multibanco não está a funcionar não consigo fazer os pagamentos,"Hello, good day. The phone, the card of multipaybank is not working. I cannot make payments.",1.0,1.1457875253327074,0.0014999454974519493,"O meu telefon, o meu cartao de multipagamento nao esta a funcionar, nao consigo fazer os pagamentos.",0.45,1.28296257900062,0.014686738379548103,15783.193359375,False
pt-PT~BUSINESS_LOAN/response_7.wav,tenho uma pergunta sobre o empréstimo existente,tenho uma pergunta sobre o empréstimo existente,"Tenho uma pergunta sobre meu empréstimo, assistente.",0.2857142857142857,0.8061917333331318,0.010422490928627327,"Tenho uma pergunta sobre meu empréstimo, assistente.",0.2857142857142857,0.7935481289999492,0.003317786590595788,15783.193359375,False
pt-PT~APP_ERROR/response_11.wav,aplicativo não carrega saldo da minha conta,aplicativo não carrega saldo da minha conta,O aplicativo não carrega o saldo da minha conta.,0.2857142857142857,0.7048353026657423,0.002691056432813573,O aplicativo não carrega o saldo da minha conta.,0.2857142857142857,0.702685732666699,0.0007025073968906449,15783.193359375,False
pt-PT~BALANCE/CA796844d2d8dd499d50128a613fb29e9e_0.wav,Viva Bom dia estou a ligar porquê Gostaria de saber qual é que é o saldo que tenho na minha conta bancária Se me pudesse ajudar com isso agradecia obrigada,viva bom dia estou a ligar porquê gostaria de saber qual é que é o saldo que tenho na minha conta bancária se me pudesse ajudar com isso agradecia obrigada,"Viva, bonjour. Je suis en train de ringer pour que je goute de savoir quel est le solde que j'ai dans ma compte bancaire. Si me pouvait vous donner avec ce, je vous remercie. Merci.",1.0666666666666667,2.5940360390007604,0.017253125685701587,"Viva, bom dia. Eu estou ligando porque gostaria de saber qual é que é o saldo que eu tenho na minha conta bancária. Se me pudesse ajudar com isso, agradeço. Obrigado.",0.23333333333333334,2.3577309343333277,0.0012085018735280499,15783.193359375,False
pt-PT~ATM_LIMIT/response_31.wav,Boa tarde eu estou a ligar perceber Qual é a possibilidade de quanto dinheiro posso tirar da caixa eletrónico,boa tarde eu estou a ligar perceber qual é a possibilidade de quanto dinheiro posso tirar da caixa eletrónico,Good afternoon. I'm here to ask about the possibility and how much money I can withdraw from the electronic box.,1.0526315789473684,1.1680869843330584,0.003939124509042021,"Boa tarde, eu estou ligado a perceber qual é a possibilidade e quanto o dinheiro eu posso tirar da caixa eletrónica.",0.3157894736842105,1.579114594333684,0.001727165325974756,15783.193359375,False
pt-PT~CASH_DEPOSIT/response_23.wav,posso depositar dinheiro como faço para transferir dinheiro para a conta Onde posso depositar dinheiro,posso depositar dinheiro como faço para transferir dinheiro para a conta onde posso depositar dinheiro,Pode depositar dinheiro como faço pois transferir dinheiro para a conta onde posso depositar dinheiro.,0.13333333333333333,1.1032532796665084,0.0009423654551829632,Pode depositar dinheiro como faço pois transferir dinheiro para a conta onde posso depositar dinheiro,0.13333333333333333,1.0743493986671335,0.01348182962787144,15783.193359375,False
pt-PT~ABROAD/CA5247dc22c0da4b8dd34d6310a6bdb221_4.wav,precisava de fazer se o meu cartão funciona no estrangeiro eu preciso de saber se posso ir lá fala,precisava de fazer se o meu cartão funciona no estrangeiro eu preciso de saber se posso ir lá fala,I needed to know if my card works abroad. I'm going to travel and I need to know if I can use it outside.,1.263157894736842,1.3292573873332003,0.010720855621640107,Eu preciso saber se o meu cartão funciona no estrangeiro. Vou viajar e preciso saber se posso usar lá fora também.,0.5263157894736842,1.497427664332766,0.0004041556837298078,15783.193359375,False
pt-PT~ADDRESS/response_13.wav,Eu quero mudar meu endereço,eu quero mudar meu endereço,我想要搬家,1.0,0.2760591193327855,0.0014852358659002939,我想要搬家地址,1.0,0.3267399673338029,0.006425902761662834,15783.193359375,False
pt-PT~DIRECT_DEBIT/response_22.wav,Bom dia Estão aqui os outros nossos débitos diretos que estão a tirar do meu cartão se podiamos for ser sobre este assunto obrigada,bom dia estão aqui os outros nossos débitos diretos que estão a tirar do meu cartão se podiamos for ser sobre este assunto obrigada,"Hello, good day. I have a question here about your direct debits that are being taken from my card. I don't know if you could help us out with this matter. Thank you.",1.375,1.89624557233401,0.014265291329097912,"Olá, bom dia. Eu tenho uma outra questão aqui sobre os seus débitos diretos que estão a tirar do meu cartão. Se puderem esclarecer sobre este assunto, muito obrigado.",0.5833333333333334,2.1897451566668074,0.0038006566766195715,15783.193359375,False
pt-PT~CARD_ISSUES/CAea1be0a185da8a3af269fc3a0f227a89_0.wav,Eu tenho um cartão do banco cartão não funciona e recusa pagamento pode nos dar no meu cartão do meu pagamento Recusado,eu tenho um cartão do banco cartão não funciona e recusa pagamento pode nos dar no meu cartão do meu pagamento recusado,"Tem um cartão do banco, o cartão não funciona e recusa pagamento. Você pode me ajudar no meu cartão? O meu pagamento foi recusado?",0.36363636363636365,1.68627280033373,0.005287442798369198,"Tem um cartão do banco, o cartão não funciona e recusa pagamento. Você pode me ajudar no meu cartão? O meu pagamento foi recusado?",0.36363636363636365,1.6710364056665032,0.0032318427415221032,15783.193359375,False
pt-PT~ABROAD/CAe0b3bd7802aa8a8c49e631dc963160f0_3.wav,você tem o cartão do salão que você quer saber para mim começar no exterior por exemplo eu preciso do meu cartão do exterior posso pagar as coisas quando estou na América Olá assim vou ser feliz com algumas semanas e queria perguntar se tem que fazer alguma coisa,você tem o cartão do salão que você quer saber para mim começar no exterior por exemplo eu preciso do meu cartão do exterior posso pagar as coisas quando estou na américa olá assim vou ser feliz com algumas semanas e queria perguntar se tem que fazer alguma coisa,"Vou ser um cartao do seu banco, ou se quer saber se tambem funciona no exterior. Por exemplo, eu preciso do meu cartao no exterior. Pode pagar as coisas quando estao na america. Olá, sim, vou ser de ferias por algumas semanas e quero perguntar se tem que fazer alguma coisa.",0.42857142857142855,3.4137003636660666,0.01587311906745793,"Você tem um cartão do seu banco? Ou você quer saber se também funciona no exterior? Por exemplo, eu preciso do meu cartão no exterior. Pode pagar as coisas quando estou na América. Olá, sim, vou ser de férias por algumas semanas e quero perguntar se tenho que fazer alguma coisa.",0.30612244897959184,3.4163873760001784,0.013541859106442367,15783.193359375,False
pt-PT~ABROAD/CA820d16ea55f106476035f993880c4859_1.wav,Bom dia Tenho Gostava de saber se conseguir dar o vosso cartão fora do país Pois é preciso saber quais os procedimentos a criança adotar para ter conhecimento resolver esse problema,bom dia tenho gostava de saber se conseguir dar o vosso cartão fora do país pois é preciso saber quais os procedimentos a criança adotar para ter conhecimento resolver esse problema,"Um, good day. Tenho gostava de saber se consigo usar o vosso cartão fora do país. Pois é, preciso saber quais os procedimentos que teria de adotar para, eventualmente resolver esse problema.",0.3225806451612903,2.3695594183324524,0.0019536364365850957,"Um, bom dia tenho gostava de saber se consigo usar o vosso cartão fora do país pois preciso saber quais os procedimentos que teria de adotar para pretendem potencialmente resolver esse problema",0.2903225806451613,2.204381800000192,0.006506763065664098,15783.193359375,False
pt-PT~BALANCE/CA2893da57a98ec513bad7cb8f0354049d_0.wav,Olá bom dia É para te informar me sobre o saldo da minha conta,olá bom dia é para te informar me sobre o saldo da minha conta,"Hello, good day. Could you inform me about the sale of my account?",0.9285714285714286,0.8536345046674493,0.005092220905386277,"Olá, bom dia. Poderia informar-me sobre o saldo da minha conta?",0.35714285714285715,1.0226835186658718,0.0031043443281733732,15783.193359375,False
pt-PT~PAY_BILL/CAe0cb42af73c6f3d361c9f2b3b072ee53_0.wav,eu tenho que pagar alguma conta,eu tenho que pagar alguma conta,"Um, I have to pay something on account.",1.3333333333333333,0.5781715463326691,0.002428863832063943,"Um, I have to pay something on a account.",1.5,0.6395577283328748,0.004513767332156225,15783.193359375,False
pt-PT~LATEST_TRANSACTIONS/response_22.wav,boa tarde O que se passa o seguinte eu verifiquei que no registo as minhas transações Está lá um pagamento que eu não estou a reconhecer e como tal Gostaria de ver em maior detalhe essa mesma transação para compreender o que é que efetivamente,boa tarde o que se passa o seguinte eu verifiquei que no registo as minhas transações está lá um pagamento que eu não estou a reconhecer e como tal gostaria de ver em maior detalhe essa mesma transação para compreender o que é que efetivamente,"Good afternoon. What happens is the following: I verified that in my register of transactions there is a payment that I am not recognizing, and as such, I would like to see in greater detail this same transaction in order to understand what it is effectively about.",1.0444444444444445,2.400815552666245,0.011436737031394088,"Boa tarde. O que se passa é o seguinte: eu verifiquei que no registro das minhas transações está lá um pagamento que eu não estou a reconhecer e, como tal, gostaria de ver em maior detalhe essa mesma transação para compreender o que é que efectivamente se trata.",0.13333333333333333,3.1559647106666184,0.0303282860075786,15783.193359375,False
pt-PT~BALANCE/response_13.wav,saldo da conta saldo atual da conta mostra-me o saldo da minha conta,saldo da conta saldo atual da conta mostrame o saldo da minha conta,Saldo da conta. Saldo atual da conta. Mostra-me o saldo da minha conta.,0.0,1.022314390000247,0.003425161835049186,Saldo da conta. Saldo atual da conta. Mostra-me o saldo da minha conta.,0.0,1.0199214869996165,0.0014177995511815734,15783.193359375,False
pt-PT~APP_ERROR/response_6.wav,estou a tentar usar ela é tudo bem mas o aplicativo não carrega não carrega sozinha conta,estou a tentar usar ela é tudo bem mas o aplicativo não carrega não carrega sozinha conta,Estou a tentar usar o app do banco mas o aplicativo não não carrega não carrega só da minha conta,0.47058823529411764,1.2416554496661167,0.0057455773499417015,"Estou a tentar usar o app do banco, mas o aplicativo não não carrega. Não carrega só da minha conta.",0.47058823529411764,1.3606727836662078,0.00284974771549661,15783.193359375,False
pt-PT~PAY_BILL/response_4.wav,Olá boa tarde eu tenho que pagar uma conta como é que eu posso fazer,olá boa tarde eu tenho que pagar uma conta como é que eu posso fazer,"Alô, boa tarde, eu tenho que pagar uma conta, como é que eu posso fazer?",0.06666666666666667,1.0902676343339408,0.0035502998969242625,"Alô, boa tarde, eu tenho que pagar uma conta, como é que eu posso fazer?",0.06666666666666667,1.098388287000489,0.005614778846597476,15783.193359375,False
pt-PT~APP_ERROR/response_7.wav,aplicação não está a deixar consultar a minha conta bancária,aplicação não está a deixar consultar a minha conta bancária,Aplicación no está dejando consulta a mi cuenta bancaria.,0.8,0.761756075666805,0.005615790848378015,Aplicação não tem de deixar consulta a minha conta bancária.,0.3,0.792734747332967,0.0038173983314894314,15783.193359375,False
